"TERCİH KODU",İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,"YABANCIDİLİ","TABANPUAN","TABANYÜZDE","TAVANPUAN","TAVANYÜZDE"
40123,BOLU,MENGEN,Aşcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"259,895","54,67","399,5267","10,01"
41097,BOLU,MERKEZ,İzzet Baysal Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,"257,7104","55,87","363,2095","17,28"
50396,BOLU,MERKEZ,İzzet Baysal Abant Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"251,3677","59,45","359,6346","18,13"
40130,BOLU,MERKEZ,İzzet Baysal Abant Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"244,8175","63,4","316,1936","30,4"
40166,BURDUR,MERKEZ,Ercan Akın Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"439,737","4,01","484,609","0,26"
50267,BURDUR,BUCAK,Bucak Adem Tolunay Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"423,9827","6,1","475,7381","0,67"
40205,BURDUR,GÖLHİSAR,Gölhisar Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"381,5798","13,36","454,1518","2,4"
49477,BURDUR,KARAMANLI,Hakan Sevim Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"368,0886","16,19","424,4756","6,03"
40788,BURDUR,MERKEZ,Mehmet Uzal Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"362,4133","17,47","434,8733","4,62"
49787,BURDUR,BUCAK,Mehmet Cadıl Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"371,1838","15,51","426,9722","5,67"
39935,BURDUR,MERKEZ,Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"322,9959","28,17","423,7974","6,13"
50133,BURDUR,MERKEZ,Burdur Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"228,6108","74,01","327,0451","26,88"
50506,BURDUR,TEFENNİ,Tefenni Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,"184,0135","97,79","300,5877","36,03"
50118,BURDUR,MERKEZ,Burdur Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"176,3866","98,99","303,7986","34,81"
49569,BURDUR,BUCAK,Oğuzhan Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,"208,2319","87,74","390,1797","11,69"
49732,BURSA,NİLÜFER,Tofaş Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"482,9747","0,32",500,"0,01"
49307,BURSA,NİLÜFER,Nilüfer Borsa İstanbul Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"476,0879","0,65","493,4272","0,05"
39788,BURSA,OSMANGAZİ,Ahmet Hamdi Gökbayrak Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"455,4164","2,27","475,8199","0,66"
49621,BURSA,İNEGÖL,İnegöl Mediha-Hayri Çelik Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"440,8787","3,87","482,9747","0,32"
50530,BURSA,KARACABEY,Karacabey Ulviye Matlı Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"423,2662","6,2","478,3237","0,53"
50365,BURSA,MUSTAFAKEMALPAŞA,İbrahim Önal Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"416,9616","7,15","465,7292","1,36"
50415,BURSA,OSMANGAZİ,BTSO Ali Osman Sönmez Sosyal Bilimler Lisesi,Sosyal Bilimler Lisesi,,İngilizce,"406,3512","8,85","439,3861","4,05"
40967,BURSA,OSMANGAZİ,BTSO Ali Osman Sönmez Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"404,4816","9,17","415,694","7,35"
41081,BURSA,İNEGÖL,Halil İnalcık Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"358,2146","18,46","416,9393","7,16"
50086,BURSA,OSMANGAZİ,Bursa Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"463,5523","1,54","476,0065","0,66"
50072,BURSA,NİLÜFER,Ahmet Erdem Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"452,3658","2,58","467,2643","1,25"
50341,BURSA,OSMANGAZİ,Şükrü Şankaya Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"442,1118","3,72","461,5855","1,71"
49765,BURSA,YILDIRIM,Ulubatlı Hasan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"433,8395","4,75","466,4649","1,31"
39696,BURSA,OSMANGAZİ,Osmangazi Gazi Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"424,9751","5,95","451,1185","2,71"
50788,BURSA,OSMANGAZİ,Bursa Erkek Lisesi,Anadolu Lisesi,,İngilizce,"424,6274",6,"451,654","2,65"
39989,BURSA,MUDANYA,Turhan Tayan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"415,3142","7,4","442,0891","3,72"
39675,BURSA,NİLÜFER,Özlüce Şehit Aykut Yurtsever Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"409,0935","8,38","445,4426","3,33"
49504,BURSA,OSMANGAZİ,Bursa Anadolu Kız Lisesi,Anadolu Lisesi,,İngilizce,"397,7233","10,33","451,0432","2,72"
42021,BURSA,YILDIRIM,6 Nisan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"395,788","10,67","427,0249","5,66"
49175,BURSA,İNEGÖL,Zeki Konukoğlu Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"385,5026","12,59","440,2083","3,96"
40887,BURSA,GÜRSU,Yıldız Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"378,0088","14,08","421,7384","6,42"
41100,BURSA,MUSTAFAKEMALPAŞA,Sedat Karan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"357,1652","18,71","416,8229","7,17"
41089,BURSA,GEMLİK,Gemport Gemlik Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"337,6195","23,76","440,155","3,96"
49635,BURSA,İZNİK,İznik Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"318,3437","29,68","467,258","1,25"
39956,BURSA,OSMANGAZİ,Uluslararası Murat Hüdavendigar Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"394,9674","10,81","481,6278","0,38"
39827,BURSA,YILDIRIM,Bursa Merkez Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"381,0285","13,47","484,609","0,26"
49784,BURSA,NİLÜFER,Nilüfer Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"380,3491","13,61","452,2935","2,59"
50624,BURSA,İNEGÖL,Şehit Fevzi Başaran Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"372,39","15,25","455,2673","2,29"
50756,BURSA,OSMANGAZİ,Nizam Karasu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"365,6762","16,73","470,1875","1,02"
50174,BURSA,OSMANGAZİ,Mihraplı Abdulkadir Can Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"350,1921","20,41","393,66","11,05"
39680,BURSA,YILDIRIM,Yeşil Devlet Hatun Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"341,807","22,61","380,5746","13,57"
50679,BURSA,YENİŞEHİR,Yenişehir Yusuf Ateş Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"330,5346","25,82","402,2242","9,55"
40824,BURSA,KESTEL,Uludağ Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"326,5947","27,02","425,8588","5,82"
50196,BURSA,NİLÜFER,Özlüce Rasim Özdenören Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"292,0054","39,43","383,0426","13,07"
50413,BURSA,ORHANGAZİ,Süleymanşah Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"246,7502","62,2","362,4879","17,45"
50091,BURSA,MUSTAFAKEMALPAŞA,Mustafakemalpaşa Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"226,9408","75,15","389,4099","11,83"
49516,BURSA,GEMLİK,Gemlik Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"219,1671","80,53","421,8599","6,4"
49620,BURSA,NİLÜFER,Ali Kuşçu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,HAFIZLIK PROJESİ (Fen ve Sosyal Bilimler Programı),İngilizce,"206,7845","88,62","471,4629","0,94"
40805,BURSA,İZNİK,İznik Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"203,7323","90,36","327,5269","26,73"
40854,BURSA,KARACABEY,Karacabey Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"202,9173","90,8","340,0079","23,1"
40806,BURSA,MUDANYA,Mudanya Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"196,2657",94,"396,6978","10,51"
39734,BURSA,YILDIRIM,Bursa İpekçilik Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"416,3636","7,24","477,0079","0,59"
49355,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"389,3631","11,84","447,0917","3,15"
65435,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"386,7501","12,34","415,7644","7,34"
40022,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"373,9475","14,93","398,2649","10,23"
65436,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"373,4296","15,04","411,3971","8,01"
49432,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"370,7207","15,61","407,1783","8,71"
49909,BURSA,OSMANGAZİ,Türk Eğitim Vakfı Hayri Tokaman Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,SAĞLIK HİZMETLERİ ALANI,İngilizce,"366,3052","16,59","393,2457","11,13"
39943,BURSA,OSMANGAZİ,Hürriyet Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,"356,2131","18,94","391,6835","11,4"
65437,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,METAL TEKNOLOJİSİ ALANI,İngilizce,"353,7436","19,54","370,647","15,63"
39975,BURSA,NİLÜFER,M. Kemal Coşkunöz Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"349,3542","20,62","374,3617","14,84"
50021,BURSA,NİLÜFER,M. Kemal Coşkunöz Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİYOMEDİKAL CİHAZ TEKNOLOJİLERİ ALANI,İngilizce,"342,0619","22,54","386,6461","12,36"
39787,BURSA,OSMANGAZİ,Öztimurlar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,"333,5786","24,92","373,3713","15,05"
49875,BURSA,OSMANGAZİ,Ali Osman Sönmez Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"328,5946","26,4","385,7818","12,53"
49668,BURSA,OSMANGAZİ,Hürriyet Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"325,2652","27,45","415,4965","7,38"
50333,BURSA,OSMANGAZİ,Tophane Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"313,9632","31,16","367,7133","16,27"
40063,BURSA,OSMANGAZİ,Ali Osman Sönmez Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"305,8407","34,06","350,5536","20,32"
49957,BURSA,OSMANGAZİ,Tophane Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"302,9663","35,12","373,118","15,1"
50690,BURSA,OSMANGAZİ,Ali Osman Sönmez Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"302,2219","35,41","365,3822","16,8"
50264,BURSA,OSMANGAZİ,Şehit Ömer Halisdemir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"284,5489","42,61","333,4219","24,96"
50730,BURSA,OSMANGAZİ,Cavit Çağlar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"280,0544","44,63","353,381","19,63"
40097,BURSA,YILDIRIM,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"279,5299","44,87","365,5376","16,76"
50222,BURSA,OSMANGAZİ,Demirtaşpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"275,7735","46,64","344,8146","21,81"
49721,BURSA,OSMANGAZİ,Şehit Ömer Halisdemir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"274,3651","47,3","347,6075","21,08"
40098,BURSA,OSMANGAZİ,Necatibey Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TEKSTİL TEKNOLOJİSİ ALANI,İngilizce,"263,8933","52,56","361,1103","17,78"
39796,BURSA,MUSTAFAKEMALPAŞA,Mustafakemalpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"259,5346","54,87","332,6937","25,18"
50202,BURSA,YILDIRIM,Yıldırım Beyazıt Borsa İstanbul Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"258,6391","55,36","334,1695","24,74"
65422,BURSA,YENİŞEHİR,Yenişehir Şişecam Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"257,3996","56,04","367,8604","16,24"
39973,BURSA,İNEGÖL,Hacı Sevim Yıldız-1 Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"252,4103","58,85","345,1945","21,72"
50380,BURSA,KESTEL,Şehit Emre Karaaslan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ÇOCUK GELİŞİMİ VE EĞİTİMİ ALANI,İngilizce,"249,9032","60,31","318,876","29,51"
50657,BURSA,GEMLİK,Gemlik Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"249,6608","60,45","357,4323","18,65"
39670,BURSA,KARACABEY,Karacabey Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,"249,4799","60,56","384,545","12,78"
50486,BURSA,YILDIRIM,Mimar Sinan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,METAL TEKNOLOJİSİ ALANI,İngilizce,"246,0164","62,66","352,982","19,73"
40042,BURSA,YILDIRIM,Faik Çelik Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,HALKLA İLİŞKİLER ALANI,İngilizce,"239,0689","67,01","350,5248","20,33"
49693,BURSA,MUSTAFAKEMALPAŞA,Mustafakemalpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,METAL TEKNOLOJİSİ ALANI,İngilizce,"229,6029","73,33","326,1222","27,17"
49835,BURSA,İNEGÖL,Hacı Sevim Yıldız-2 Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,"218,929","80,69","324,2495","27,78"
39834,BURSA,İNEGÖL,Hacı Sevim Yıldız Mobilya ve İç Mekan Tasarımı Teknolojisi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOBİLYA VE İÇ MEKAN TASARIMI ALANI,İngilizce,"213,7724","84,2","392,4968","11,26"
49793,BURSA,ORHANGAZİ,Orhangazi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"191,883","95,67","379,462","13,79"
72361,BURSA,KARACABEY,Karacabey Ticaret Borsası Harmanlı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,HAYVAN YETİŞTİRİCİLİĞİ VE SAĞLIĞI,İngilizce,"177,6406","98,84","304,0874","34,7"
49513,BURSA,NİLÜFER,Atatürk Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,"314,5678","30,95","359,7635","18,1"
50324,BURSA,OSMANGAZİ,Şehit Hakan Ünver Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,SAĞLIK HİZMETLERİ ALANI (SINAVLI),İngilizce,"301,6852","35,61","385,7305","12,55"
50660,BURSA,NİLÜFER,Hüseyin Özdilek Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MODA TASARIM TEKNOLOJİLERİ (SINAVLI),İngilizce,"294,6232","38,36","351,7649","20,03"
49818,BURSA,GÜRSU,Ticaret ve Sanayi Odası Gürsu Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,"283,1815","43,22","362,3049","17,49"
49640,BURSA,NİLÜFER,Havva Aslanoba Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"279,8371","44,73","370,6234","15,63"
39818,BURSA,OSMANGAZİ,Hamidiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,GIDA TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,"278,7826","45,21","368,3206","16,14"
39874,BURSA,OSMANGAZİ,BTSO Hayri Terzioğlu Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,"277,1616","45,98","349,5856","20,57"
40025,BURSA,OSMANGAZİ,Şehit Erol Olçok Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"271,7944","48,54","343,9452","22,04"
50296,BURSA,NİLÜFER,Havva Aslanoba Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"271,3947","48,73","396,2919","10,58"
41051,BURSA,OSMANGAZİ,Hamidiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,TARIM ALANI,İngilizce,"259,393","54,95","365,4583","16,78"
50420,BURSA,OSMANGAZİ,Muradiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"233,607","70,6","383,0719","13,07"
50134,BURSA,OSMANGAZİ,Muradiye Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"233,2834","70,82","350,1994","20,41"
50180,ÇANAKKALE,MERKEZ,Çanakkale Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"453,6924","2,44","489,8355","0,11"
49409,ÇANAKKALE,BİGA,Biga İÇDAŞ Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"417,6597","7,05","477,7487","0,56"
39676,ÇANAKKALE,ÇAN,Çan Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"402,1988","9,55","458,1961","2,01"
50099,ÇANAKKALE,GELİBOLU,Gelibolu Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"400,3452","9,87","452,9829","2,52"
39771,ÇANAKKALE,AYVACIK,Ayvacık Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"389,7224","11,77","435,0639","4,59"
49766,ÇANAKKALE,MERKEZ,Çanakkale Türkiye Odalar ve Borsalar Birliği Sosyal Bilimler Lisesi,Sosyal Bilimler Lisesi,,İngilizce,"382,0375","13,27","435,9596","4,48"
40792,ÇANAKKALE,MERKEZ,Çanakkale Türkiye Odalar ve Borsalar Birliği Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"368,0441","16,2","429,1534","5,36"
39968,ÇANAKKALE,MERKEZ,Merkez Çanakkale Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"382,9895","13,08","453,3874","2,47"
49237,ÇANAKKALE,MERKEZ,Çanakkale Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"295,2918","38,09","450,4264","2,78"
50744,ÇANAKKALE,BİGA,Biga Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"201,2206","91,7","340,5209","22,96"
50598,ÇANAKKALE,MERKEZ,Tacettin Aslan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,"345,465","21,65","441,5402","3,79"
49472,ÇANAKKALE,MERKEZ,Tacettin Aslan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,"329,7528","26,05","417,8662","7,02"
50298,ÇANAKKALE,MERKEZ,Çanakkale Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,"275,9613","46,55","380,1584","13,65"
50378,ÇANAKKALE,BİGA,İÇDAŞ Biga Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,"253,5358","58,21","368,8239","16,03"
49646,ÇANAKKALE,MERKEZ,Çanakkale Kepez Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,"250,9267","59,71","355,5496","19,11"
50401,ÇANAKKALE,MERKEZ,Çanakkale Kepez Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,"233,8744","70,42","298,1753","36,96"
49451,ÇANKIRI,MERKEZ,Çankırı Türkiye Odalar ve Borsalar Birliği Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,"413,6137","7,67","490,1226","0,11"
40968,ÇANKIRI,MERKEZ,Nevzat Ayaz Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,"343,4462","22,17","393,4886","11,08"
40114,ÇANKIRI,MERKEZ,Çankırı 15 Temmuz Şehitler Anadolu Lisesi,Anadolu Lisesi,,İngilizce,"367,3748","16,34","413,6069","7,67"
50789,ÇANKIRI,MERKEZ,Çankırı Hacı Murad-ı Veli Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,"287,1664","41,48","406,3422","8,85"
